
	Saldo al	Soc.	Cta.mayor	Material	Texto breve de material	¡Val	       Stock total	UMB	Precio variable	       Valor total
	10/2021	PA04	1401130101	119702	PLACA DE APOYO 512823D	2040	                2	UN	      2,698.49	         5,396.97
	10/2021	PA04	1401130101	119703	PLACA PARA MUELLA 521735D	2040	               20	UN	          5.68	           113.53
	10/2021	PA04	1401130101	119704	BULON, COMPL 110	2040	                2	UN	         28.73	            57.46
	10/2021	PA04	1401130101	119705	BIELA ABERTURA DE VALVULA 542487D	2040	                2	UN	        126.14	           252.28
	10/2021	PA04	1401130101	119706	PLANCHA TIVAR 225X560 650638D	2040	                2	UN	        191.24	           382.47
	10/2021	PA04	1401130101	119707	PLACA BLOQUEACORREA 524092D	2040	               10	UN	        155.76	         1,557.57
	10/2021	PA04	1401130101	119711	DISCO DE TORBELLINO 4.077692	2040	                2	UN	        125.92	           251.84
	10/2021	PA04	1401130101	119717	MALLA EXPANDIDA C-14 1/2IN 48X96IN	2040	               20	UN	         35.17	           703.40
	10/2021	PA04	1401130101	119718	MALLA ACERO RECUPERADOR DB25 D=25-29	2040	                1	UN	         70.51	            70.51
	10/2021	PA04	1401130101	119719	RESORTE MALLA ACERO JGO	2040	                6	UN	      1,019.41	         6,116.45
	10/2021	PA04	1401130101	119775	MALLA CRIBADORA SPI 1150 2490 2500 8	2040	                1	UN	      1,014.87	         1,014.87
	10/2021	PA04	1401130101	119777	MALLAS AUTO 1/4 X74.5X48 7 BARRAS	2040	                3	UN	      1,018.79	         3,056.36
	10/2021	PA04	1401130101	119781	MALLA INOX 1.22M H-7.09MM	2040	                6	UN	         84.87	           509.22
	10/2021	PA04	1401130101	119785	MANGUERA FJ-9122-16-16	2040	            7.500	TF	         13.38	           100.35
	10/2021	PA04	1401130101	119797	MANGUERA VALVULA TERMOSTATICA 39572243	2040	                1	UN	         69.29	            69.29
	10/2021	PA04	1401130101	119799	MANGUERA 08200220	2040	                2	UN	         22.24	            44.48
	10/2021	PA04	1401130101	119916	MANGUERA NEUM CMTO 4IN	2040	               76	UN	         25.88	         1,966.88
	10/2021	PA04	1401130101	119954	ACOPLE RAPIDO TCAM-LOCK M4î	2040	                4	UN	         56.69	           226.76
	10/2021	PA04	1401130101	120036	MANGUERA - 7.000387 50X2.2	2040	                2	UN	        392.86	           785.72
	10/2021	PA04	1401130101	120037	MANGUERA - 7.000422 40 MM. X 1M	2040	                3	UN	        139.44	           418.32
	10/2021	PA04	1401130101	120038	MANGUERA ARGUS 4SP 12L4 L8-750	2040	                2	UN	         96.61	           193.21
	10/2021	PA04	1401130101	120039	MANGUERA 5.510255	2040	                2	UN	        122.37	           244.73
	10/2021	PA04	1401130101	120040	MANGUERA DE DN=32 MM L=1 M	2040	                3	UN	        141.69	           425.07
	10/2021	PA04	1401130101	120041	MANGUERA - 7.000422 40 MM. X 2.2M	2040	                4	UN	        261.03	         1,044.12
	10/2021	PA04	1401130101	120050	MANGUERA DE ALTA PRESION POS. 630	2040	                6	UN	        192.82	         1,156.91
	10/2021	PA04	1401130101	120051	MANGUERA DE ALTA PRESION POS. 632	2040	                6	UN	        149.32	           895.90
	10/2021	PA04	1401130101	120052	LINEA DE RETORNO DE ACEITE 6 X 1210 MM	2040	                3	UN	        134.38	           403.15
	10/2021	PA04	1401130101	120054	ENS. MANGUERA 0574 9911 35	2040	                1	UN	        230.00	           230.00
	10/2021	PA04	1401130101	120056	MANGUERA DE ALTA PRESION S 110-AB-AB-040	2040	                2	UN	         93.63	           187.26
	10/2021	PA04	1401130101	120057	RACOR GIRATORIO LSKV 20 OHNE AKM AVIT	2040	                2	UN	        166.87	           333.74
	10/2021	PA04	1401130101	120063	MANGUERA KAESER 8.2314 E 10100	2040	                2	UN	        315.92	           631.84
	10/2021	PA04	1401130101	120072	QS-6H-4 RACOR	2040	               12	UN	          5.71	            68.54
	10/2021	PA04	1401130101	120073	QST-1/8-4 RACOR	2040	                4	UN	          5.67	            22.68
	10/2021	PA04	1401130101	120074	QS-4 RACOR	2040	                4	UN	          3.45	            13.79
	10/2021	PA04	1401130101	120075	QSL-4 RACOR	2040	                4	UN	          3.31	            13.23
	10/2021	PA04	1401130101	120076	RACOR RECTO 1/8/6	2040	                9	UN	          4.78	            43.03
	10/2021	PA04	1401130101	120077	RACOR L 1/8 QS-6	2040	                4	UN	          3.30	            13.19
	10/2021	PA04	1401130101	120079	ABRAZADERA PARA MANGUERA DE 1"	2040	               20	UN	          1.05	            21.03
	10/2021	PA04	1401130101	120080	ABRAZADERA PARA MANGUERA DE 3/4"	2040	               10	UN	          0.97	             9.69
	10/2021	PA04	1401130101	120081	ABRAZADERA PARA MANGUERA† DE 1/2"	2040	                7	UN	          1.02	             7.12
	10/2021	PA04	1401130101	120082	ABRAZADERA PARA MANGUERA† DE 1/4"	2040	               10	UN	          0.59	             5.90
	10/2021	PA04	1401130101	120083	QSL-1/8-4 RACOR	2040	               20	UN	          4.87	            97.40
	10/2021	PA04	1401130101	120084	RACOR QS-12	2040	               14	UN	          8.69	           121.71
	10/2021	PA04	1401130101	120086	QST-8 RACOR CONECTOR	2040	                4	UN	          7.48	            29.90
	10/2021	PA04	1401130101	120087	QST-6 RACOR CONECTOR	2040	                7	UN	          5.61	            39.30
	10/2021	PA04	1401130101	120088	RACOR RECTO 1/8/8	2040	               39	UN	          2.81	           109.60
	10/2021	PA04	1401130101	120089	RACOR QS-6	2040	               12	UN	          3.83	            45.94
	10/2021	PA04	1401130101	120090	RACOR FESTO QS-8(153033)	2040	                3	UN	          4.15	            12.46
	10/2021	PA04	1401130101	120091	RACOR L 12MM	2040	               12	UN	          8.30	            99.62
	10/2021	PA04	1401130101	120101	RACOR RECTO 1/4/10	2040	               10	UN	          3.04	            30.40
	10/2021	PA04	1401130101	120102	LINEA DE MANGUERA DN 12X800 KAESER	2040	                1	UN	        188.11	           188.11
	10/2021	PA04	1401130101	120103	RACOR ROSCADO RECTO GE KAESER	2040	                2	UN	         11.59	            23.18
	10/2021	PA04	1401130101	120104	MANGUERA FLEXIBLE 2-1/2" RETORNO	2040	               20	TF	         23.26	           465.20
	10/2021	PA04	1401130101	120105	MANGUERA DE AGUA 7.000422 32X1 FLS	2040	                2	UN	        147.81	           295.61
	10/2021	PA04	1401130101	120107	MANGUERA D.I 3/4IN 501 PSI(TERMINATOR)	2040	                5	TF	          4.19	            20.95
	10/2021	PA04	1401130101	120108	MANGUERA D.I 1/2" 501 PSI. (TERMINATOR)	2040	                5	TF	          3.25	            16.25
	10/2021	PA04	1401130101	120109	MANGUERA NEUMATICA 1/2 250 PSI	2040	              100	TF	          1.50	           150.49
	10/2021	PA04	1401130101	120111	ABRAZADERA SILO 4.56X4.87 TBSS-73	2040	                1	UN	          3.61	             3.61
	10/2021	PA04	1401130101	120113	MANGUERA NEUM CMTO 3IN	2040	               61	TF	         23.38	         1,426.18
	10/2021	PA04	1401130101	120145	NEOPRENO S/R NEGRO 1/2	2040	           17.200	M	         18.00	           309.60
	10/2021	PA04	1401130101	120146	JUNTA LABERINTICA 80 AUMUND 30015151	2040	                2	UN	        147.82	           295.63
	10/2021	PA04	1401130101	120148	NEOPRENO S/R NEGRO 3/8IN	2040	               30	M	         19.04	           571.20
	10/2021	PA04	1401130101	120154	PLATINA A-36 3/4X2IN 6M	2040	                4	UN	         58.99	           235.96
	10/2021	PA04	1401130101	120159	PLATINA ACERO 1/4X3X20'	2040	                4	UN	         35.80	           143.20
	10/2021	PA04	1401130101	120165	LAMINA ACERO LISA 3/16X4'X8'	2040	                2	UN	        219.88	           439.76
	10/2021	PA04	1401130101	120166	LAMINA ACERO LISA 3/8X4'X8'	2040	                1	UN	        418.82	           418.82
	10/2021	PA04	1401130101	120167	LAMINA ACERO LISA 1/2X4'X8'	2040	                2	UN	        325.28	           650.56
	10/2021	PA04	1401130101	120170	LAMINA ACERO LISA 1/4X4'X8'	2040	                2	UN	        266.00	           532.00
	10/2021	PA04	1401130101	120171	LAMINA ACERO LISA 1/8X4'X8'	2040	                3	UN	        111.51	           334.52
	10/2021	PA04	1401130101	120172	LAMINA ACERO CORR. 1/2X4'X8'	2040	                2	UN	        226.95	           453.90
	10/2021	PA04	1401130101	120174	TUBO ACERO NEG. 10X20'	2040	                1	UN	        855.84	           855.84
	10/2021	PA04	1401130101	120175	TUBO ACERO NEG. 8X20'	2040	                1	UN	        312.00	           312.00
	10/2021	PA04	1401130101	120187	LAMINA ACERO CORR. 3/16X4'X8'	2040	                3	UN	        249.20	           747.60
	10/2021	PA04	1401130101	120196	PLATINA ACERO 1/8 X 1-1/2 X 20	2040	                5	UN	          4.52	            22.60
	10/2021	PA04	1401130101	120219	PLACA FB TA 18583-MC PBD	2040	                1	UN	        315.82	           315.82
	10/2021	PA04	1401130101	120220	PLACA FB TA 18583-MC PBI	2040	                1	UN	        315.82	           315.82
	10/2021	PA04	1401130101	120222	CEPILLO ALAMBRE MANUAL	2040	                6	UN	          1.55	             9.30
	10/2021	PA04	1401130101	120260	FREE AFLOJADOR TUERCA	2040	                1	CJ	        219.00	           219.00
	10/2021	PA04	1401130101	120263	LIMPIADOR TUBERIA BREX	2040	                3	GLN	         44.00	           132.00
	10/2021	PA04	1401130101	120264	LIMPIADOR TUBERIA BREX HD	2040	                4	GLN	         44.00	           176.00
	10/2021	PA04	1401130101	120269	SOLDADURA UTP 65 1/8IN	2040	           11.000	LB	         10.55	           116.05
	10/2021	PA04	1401130101	120274	SOLDADURA 6010 1/8	2040	           35.500	LB	          0.90	            31.95
	10/2021	PA04	1401130101	120278	SOLDADURA 7018 1/8	2040	           34.358	LB	          1.64	            56.24
	10/2021	PA04	1401130101	120279	SOLDADURA 6011 1/8	2040	           34.359	LB	          1.40	            48.10
	10/2021	PA04	1401130101	120283	SOLDADURA 7018 3/32	2040	           13.000	LB	          1.73	            22.43
	10/2021	PA04	1401130101	120304	SOLDADURA BUF-O VM 2.0 MM	2040	              300	KG	          0.00	             0.00
	10/2021	PA04	1401130101	120305	SOLDADURA CN-O EN DIAMETRO 1.6 MM	2040	               68	KG	          0.00	             0.00
	10/2021	PA04	1401130101	120305	SOLDADURA CN-O EN DIAMETRO 1.6 MM	2040	               55	KG	         86.38	         4,750.90
	10/2021	PA04	1401130101	120308	SOLDADURA ALUMINIO XUPER 2109 1/8	2040	                4	KG	         34.66	           138.64
	10/2021	PA04	1401130101	120311	SOLDADURA DE HIERRO FUNDIDO 1/8	2040	            6.000	LB	         24.10	           144.60
	10/2021	PA04	1401130101	120312	CIRCLIP	2040	            1,129	UN	          2.48	         2,797.32
	10/2021	PA04	1401130101	120315	TUERCA HHEXAGONAL 16MM	2040	              224	UN	          0.44	            97.57
	10/2021	PA04	1401130101	120388	TORNILLO 1-1/4X7 T/CONTRA C/HEX GRAD5	2040	               80	UN	         12.80	         1,024.00
	10/2021	PA04	1401130101	120390	TORNILLO 1/2X1-1/2 R/F. C/HEX.	2040	               10	UN	          0.18	             1.80
	10/2021	PA04	1401130101	120394	TORNILLO 7/16X1-1/2 R/F. C/HEX.	2040	              108	UN	          0.20	            21.74
	10/2021	PA04	1401130101	120398	TORNILLO 7/16X2-1/2/F. C/HEX.	2040	              120	UN	          0.23	            27.60
	10/2021	PA04	1401130101	120409	TORNILLO 1/2X2-1/4 R/O. C/HEX.	2040	              389	UN	          0.23	            87.75
	10/2021	PA04	1401130101	120416	TORNILLO 1/4X1-1/4 R/F. C/HEX.	2040	               12	UN	          0.13	             1.56
	10/2021	PA04	1401130101	120417	TORNILLO 5/16X2 R/O. C/HEX.	2040	              287	UN	          0.30	            86.15
	10/2021	PA04	1401130101	120418	TORNILLO 1/4X1-1/2 R/F. C/HEX.	2040	              341	UN	          0.04	            13.74
	10/2021	PA04	1401130101	120420	TORNILLO 3/8X1 R/O. C/HEX.	2040	              461	UN	          0.09	            41.34
	10/2021	PA04	1401130101	120421	TORNILLO 3/8X1-1/2 R/O. C/HEX.	2040	               45	UN	          0.11	             4.79
	10/2021	PA04	1401130101	120423	TORNILLO 3/8X2 C/HEX. R/O	2040	              462	UN	          0.12	            54.55
	10/2021	PA04	1401130101	120425	TUERCA 3/8 R/F. HEX.	2040	               54	UN	          0.06	             3.37
	10/2021	PA04	1401130101	120429	TORNILLO 7/16X2 R/O. C/HEX.	2040	              145	UN	          0.17	            24.65
	10/2021	PA04	1401130101	120430	TORNILLO 1/2X1 C/HEX HD US.S	2040	               51	UN	          0.16	             8.25
	10/2021	PA04	1401130101	120431	TORNILLO 1/2X1-1/2 R/O. C/HEX.GRADO 5	2040	            1,003	UN	          0.27	           269.44
	10/2021	PA04	1401130101	120434	TORNILLO 1/2X2 R/O. C/HEX.	2040	               66	UN	          0.37	            24.53
	10/2021	PA04	1401130101	120436	TORNILLO 1/2X 3 R/O. C/CDA. U.S.S.	2040	              422	UN	          0.22	            91.69
	10/2021	PA04	1401130101	120439	TORNILLO 1/2X4 R/O. C/HEX.	2040	               33	UN	          0.43	            14.15
	10/2021	PA04	1401130101	120442	TORNILLO 5/8X2-1/2 R/O. C/HEX.	2040	              234	UN	          0.41	            95.65
	10/2021	PA04	1401130101	120444	TORNILLO 3/4X1 R/O. C/HEX.	2040	               72	UN	          0.44	            31.68
	10/2021	PA04	1401130101	120446	TORNILLO 1/2X4-1/2 R/O. C/HEX.	2040	              113	UN	          0.36	            40.68
	10/2021	PA04	1401130101	120447	TORNILLO 1X3 R/O. C/HEX.	2040	              395	UN	          1.22	           481.90
	10/2021	PA04	1401130101	120449	TORNILLO 5/16X1-1/2 R/O. C/HEX.	2040	              326	UN	          0.06	            20.94
	10/2021	PA04	1401130101	120450	TORNILLO 5/8X1-1/4 R/O. C/HEX.	2040	              401	UN	          0.20	            80.20
	10/2021	PA04	1401130101	120453	TORNILLO 3/8X2-3/4 R/O. C/HEX.	2040	               61	UN	          0.13	             7.93
	10/2021	PA04	1401130101	120454	TORNILLO 1/2X3-1/2 R/O. C/HEX.	2040	              305	UN	          0.51	           154.21
	10/2021	PA04	1401130101	120456	TORNILLO 3/8X1-1/4 R/O. C/HEX.	2040	              191	UN	          0.11	            20.38
	10/2021	PA04	1401130101	120457	TORNILLO 5/8X2 R/O. C/HEX. S.S.	2040	              439	UN	          0.69	           304.84
	10/2021	PA04	1401130101	120459	TORNILLO 5/8X3-1/2 R/O. C/HEX.	2040	               28	UN	          0.57	            15.88
	10/2021	PA04	1401130101	120460	TORNILLO 5/8X3 R/O. C/HEX.	2040	               58	UN	          0.58	            33.64
	10/2021	PA04	1401130101	120464	TORNILLO 5/16X3 R/O. C/HEX.	2040	               40	UN	          0.09	             3.49
	10/2021	PA04	1401130101	120466	TORNILLO 3/8X3/4 HAD C/HEX.	2040	              374	UN	          0.06	            21.41
	10/2021	PA04	1401130101	120467	TORNILLO CAB HEX G5 1/2X1-1/4IN RO	2040	                7	UN	          0.00	             0.00
	10/2021	PA04	1401130101	120467	TORNILLO CAB HEX G5 1/2X1-1/4IN RO	2040	              357	UN	          0.19	            68.18
	10/2021	PA04	1401130101	120468	TORNILLO 5/16X3/4 R/O. C/HEX.	2040	              206	UN	          0.10	            20.33
	10/2021	PA04	1401130101	120469	TORNILLO 3/4X1-1/2 R/O. C/HEX.	2040	              334	UN	          0.63	           210.42
	10/2021	PA04	1401130101	120473	TORNILLO 1/2X2-1/2 R/O. C/HEX.	2040	              450	UN	          0.25	           112.87
	10/2021	PA04	1401130101	120476	TORNILLO 3/8X2-1/2 R/O. C/HEX.	2040	            1,248	UN	          0.11	           142.80
	10/2021	PA04	1401130101	120477	TORNILLO 5/16X2-1/2 C/HEX	2040	              962	UN	          0.37	           353.34
	10/2021	PA04	1401130101	120478	TORNILLO 3/8X4 R/O. C/HEX.	2040	               52	UN	          0.16	             8.51
	10/2021	PA04	1401130101	120479	TORNILLO 1/4X1 R/O C/HEX.	2040	               85	UN	          0.02	             2.08
	10/2021	PA04	1401130101	120480	TORNILLO 3/8X4-1/2 R/O. C/HEX.	2040	              589	UN	          0.31	           182.59
	10/2021	PA04	1401130101	120484	TORNILLO 3/8X3-1/2 C/HEX.	2040	              199	UN	          0.17	            33.36
	10/2021	PA04	1401130101	120490	TORNILLO 1/2X2-3/4 R/O. C/HEX.	2040	               84	UN	          0.20	            16.65
	10/2021	PA04	1401130101	120491	TORNILLO 1/2X3/4 R/O. C/HEX.	2040	              251	UN	          0.10	            25.10
	10/2021	PA04	1401130101	120494	TORNILLO 1/4X2 R/O. C/HEX.	2040	              141	UN	          0.05	             7.40
	10/2021	PA04	1401130101	120496	TORNILLO MAQUINA 1/4X3 HEX.	2040	              206	UN	          0.10	            20.60
	10/2021	PA04	1401130101	120497	TORNILLO HEX. 1/4X4 MACH.	2040	            5,122	UN	          0.17	           870.74
	10/2021	PA04	1401130101	120498	TORNILLO HEX 3/8X3 MACH.	2040	                4	UN	          0.12	             0.48
	10/2021	PA04	1401130101	120503	TORNILLO 5/8X5-1/2 C/HEX.	2040	               29	UN	          0.62	            17.98
	10/2021	PA04	1401130101	120504	TORNILLO 5/16X1-1/4 R/O. C/HEX.	2040	              238	UN	          0.06	            14.83
	10/2021	PA04	1401130101	120505	TORNILLO 5/16X4 R/O. C/HEX.	2040	                9	UN	          0.14	             1.26
	10/2021	PA04	1401130101	120509	TORNILLO 3/4X2-3/4 R/O. C/HEX.	2040	              281	UN	          0.90	           251.67
